===begin===
## state: reactant
## pathid: 112
   1	       0.0
   2	      0.29
   3	      0.53
   4	      0.44
   5	      0.19
   6	      0.43
   7	       0.8
   8	       1.1
   9	      1.19
  10	      1.22
  11	      1.15
  12	      1.02
  13	      0.56
  14	     -0.08
  15	     -0.45
  16	       1.0
  17	       1.2
  18	      1.99
  19	      3.54
  20	      5.34
  21	      7.37
  22	      8.04
  23	      7.75
  24	      7.88
  25	      8.98
  26	     10.42
  27	     10.56
  28	     11.31
  29	      7.55
  30	     -1.81
  31	     -5.28
  32	      -8.1
  33	     -9.99
  34	    -11.15
  35	    -12.57
  36	    -13.74
  37	    -14.77
  38	     -14.7
  39	    -14.73
  40	    -15.19
  41	    -15.53
  42	    -15.35
  43	    -15.63
  44	    -15.66
  45	    -16.12
  46	    -16.42
  47	    -16.13
  48	     -16.3
  49	    -16.34
  50	    -16.48
===begin===
## state: reactant
## pathid: 326
   1	       0.0
   2	     -0.22
   3	      0.01
   4	      0.28
   5	      -0.1
   6	      0.21
   7	      0.01
   8	      0.15
   9	      0.19
  10	      0.43
  11	      0.73
  12	      1.36
  13	      2.24
  14	      2.77
  15	       3.1
  16	      3.47
  17	      4.16
  18	       5.3
  19	      6.58
  20	      7.33
  21	      7.17
  22	      6.69
  23	      6.45
  24	      6.55
  25	      6.97
  26	      7.84
  27	      9.16
  28	      9.94
  29	     10.26
  30	     11.09
  31	     10.43
  32	      8.07
  33	      0.77
  34	      -1.5
  35	     -3.13
  36	     -4.57
  37	     -5.47
  38	     -6.62
  39	     -7.27
  40	     -8.01
  41	     -8.27
  42	     -8.62
  43	     -8.94
  44	     -8.99
  45	      -9.3
  46	     -9.46
  47	     -9.56
  48	     -9.54
  49	     -9.47
  50	     -9.28
===begin===
## state: reactant
## pathid: 634
   1	       0.0
   2	     -0.05
   3	       0.0
   4	      0.05
   5	      0.15
   6	      0.07
   7	       0.2
   8	      0.27
   9	      0.52
  10	      0.66
  11	      0.87
  12	      1.05
  13	      1.13
  14	      1.42
  15	      1.67
  16	      2.54
  17	      3.94
  18	      5.34
  19	      6.56
  20	      8.28
  21	     10.57
  22	     12.31
  23	      12.7
  24	      12.6
  25	      12.9
  26	     13.72
  27	      15.2
  28	      16.2
  29	      16.3
  30	     17.05
  31	     14.98
  32	      5.62
  33	      2.94
  34	      1.24
  35	     -0.09
  36	     -1.55
  37	     -2.82
  38	     -3.84
  39	     -4.65
  40	     -5.38
  41	     -5.49
  42	     -5.89
  43	     -5.97
  44	     -6.08
  45	     -6.46
  46	     -6.79
  47	      -6.8
  48	     -6.63
  49	     -6.94
  50	     -6.78
===begin===
## state: reactant
## pathid: 1570
   1	       0.0
   2	     -0.05
   3	      0.03
   4	     -0.07
   5	     -0.01
   6	      0.09
   7	      0.19
   8	      0.17
   9	      0.42
  10	      0.29
  11	      0.51
  12	      0.39
  13	       0.6
  14	      1.05
  15	      1.84
  16	      3.19
  17	      5.22
  18	      6.75
  19	      8.62
  20	      9.29
  21	      8.48
  22	      7.96
  23	      8.01
  24	      8.28
  25	      9.09
  26	      10.8
  27	     12.26
  28	     13.33
  29	     10.25
  30	      0.95
  31	     -2.37
  32	     -4.92
  33	     -6.88
  34	     -7.86
  35	     -8.39
  36	     -9.18
  37	      -9.5
  38	     -9.97
  39	    -10.45
  40	     -10.4
  41	    -10.22
  42	    -10.04
  43	     -9.91
  44	     -9.87
  45	     -9.89
  46	     -9.88
  47	     -9.96
  48	     -10.0
  49	    -10.05
  50	     -9.97
===begin===
## state: reactant
## pathid: 1828
   1	       0.0
   2	      0.13
   3	     -0.19
   4	     -0.03
   5	     -0.01
   6	      0.04
   7	     -0.12
   8	      0.17
   9	      0.18
  10	      0.64
  11	      1.17
  12	      1.87
  13	      2.16
  14	       2.3
  15	      2.52
  16	      2.71
  17	      3.27
  18	      3.62
  19	      4.42
  20	      5.57
  21	      7.22
  22	      8.88
  23	     10.33
  24	     10.86
  25	      11.1
  26	     11.88
  27	      13.5
  28	     15.74
  29	     17.08
  30	      14.6
  31	     11.55
  32	      2.57
  33	      0.36
  34	     -1.81
  35	     -3.09
  36	     -3.75
  37	      -4.6
  38	     -5.45
  39	      -6.0
  40	     -6.66
  41	     -6.74
  42	     -7.04
  43	     -7.26
  44	     -7.46
  45	     -7.78
  46	     -7.72
  47	     -8.02
  48	     -7.78
  49	     -8.07
  50	     -7.88
===begin===
## state: reactant
## pathid: 1966
   1	       0.0
   2	      0.49
   3	      0.63
   4	      0.66
   5	      0.56
   6	      0.51
   7	      0.46
   8	      0.38
   9	      0.25
  10	      0.35
  11	      0.16
  12	      0.28
  13	      0.28
  14	      0.63
  15	       1.0
  16	      1.67
  17	       2.7
  18	      4.02
  19	       4.9
  20	      4.76
  21	      4.08
  22	      9.75
  23	      3.84
  24	      4.29
  25	      5.28
  26	      6.79
  27	      7.51
  28	      8.14
  29	      5.72
  30	       3.3
  31	     -4.81
  32	     -7.56
  33	     -9.62
  34	    -11.31
  35	    -12.54
  36	    -13.49
  37	     -14.2
  38	     -14.9
  39	     -15.1
  40	    -15.54
  41	    -15.65
  42	     -15.6
  43	    -15.62
  44	    -15.71
  45	    -15.91
  46	    -16.22
  47	    -16.11
  48	    -16.45
  49	    -16.33
  50	    -16.38
===begin===
## state: ts
## pathid: 651
   1	       0.0
   2	       0.2
   3	      0.04
   4	      0.26
   5	      0.17
   6	     -0.11
   7	       0.1
   8	      0.31
   9	      0.37
  10	       0.8
  11	      1.47
  12	      2.28
  13	      2.52
  14	      2.56
  15	       2.4
  16	      2.67
